age,gender,height_m,weight_kg,bmi,BMIPCT,seatbelt,seatbelt2,ride_drunkdriver,drive_drunk,drive_text,carried_weapon,unsafe_school,bullied,sad,days_smoke,days_drink
17,male,1.9,74.84,20.7,38.13,most of the time,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
17,female,1.6,52.16,20.4,40.44,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.5,44.45,19.8,31.68,always,otherwise,no,0 times,1 or 2 days,yes,no,no,yes,0,0
17,female,1.65,74.84,27.5,91.21,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.6,56.7,22.1,62.39,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.55,58.97,24.5,83.32,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,1
17,female,1.55,55.79,23.2,72.18,always,otherwise,no,not drive,not drive,no,no,yes,no,0,1
17,female,1.52,52.62,22.8,68.44,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,1
17,female,1.5,61.24,27.2,90.6,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.73,72.58,24.3,79.21,always,otherwise,no,0 times,0 days,no,no,no,no,0,1
17,male,1.57,77.11,31.3,97.78,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.75,50.35,16.4,1.11,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.68,62.14,22,64.73,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.85,95.26,27.8,93.66,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
17,male,1.85,63.5,18.6,9.59,always,otherwise,no,0 times,0 days,no,no,no,no,0,2
16,male,1.85,73.48,21.5,58.11,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.8,74.84,23.1,68.83,always,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
16,male,1.73,61.69,20.6,46.18,always,otherwise,no,0 times,0 days,no,no,no,no,0,2
17,male,1.8,65.77,20.3,31.69,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.68,58.06,20.6,55.02,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,female,1.65,53.98,19.8,52.7,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,female,1.55,54.89,22.8,80.74,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
17,female,1.78,102.06,32.2,96.79,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
14,female,1.52,54.43,23.6,84.46,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
14,female,1.57,61.69,25,89.89,always,otherwise,no,not drive,not drive,yes,no,yes,no,0,1
15,female,1.52,43.09,18.7,28.42,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
14,female,1.57,58.97,23.9,86.06,most of the time,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,female,1.57,53.07,21.5,65.72,always,otherwise,yes,not drive,not drive,no,no,yes,yes,0,1
14,female,1.5,47.17,21,65.91,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,female,1.52,46.72,20.2,57.65,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.75,83.92,27.4,96.23,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.7,61.24,21.2,63.49,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.7,57.15,19.8,43.9,sometimes,otherwise,no,0 times,0 days,yes,yes,no,yes,0,1
14,male,1.6,54.43,21.3,72.22,most of the time,otherwise,no,not drive,not drive,no,no,yes,no,0,0
14,male,1.73,56.7,18.9,41.63,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.8,58.97,18.2,19.64,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
14,male,1.73,79.38,26.5,95.15,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.63,43.09,16.2,1.99,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.65,54.43,20,57.44,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.7,68.04,23.5,87.44,always,otherwise,no,not drive,not drive,no,yes,no,no,0,0
14,male,1.65,53.07,19.5,50.24,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.75,82.56,27,95.73,always,otherwise,yes,not drive,not drive,no,no,no,yes,0,0
14,male,1.6,45.81,17.9,24.57,most of the time,otherwise,no,not drive,not drive,yes,no,no,no,0,0
14,male,1.78,54.43,17.2,14.28,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,male,1.7,77.11,26.7,94.18,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.63,76.2,28.7,96.77,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.68,54.43,19.3,37.58,rarely,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
15,female,1.6,55.79,21.8,68.25,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.57,54.43,22.1,61.69,always,otherwise,no,0 times,3 to 5 days,no,no,no,yes,0,0
16,female,1.63,65.77,24.8,84.28,always,otherwise,yes,0 times,0 days,yes,yes,yes,yes,0,1
16,female,1.65,48.08,17.7,10.33,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.65,54.43,20,35.05,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,4,5
16,female,1.55,69.4,28.9,94.57,sometimes,otherwise,yes,0 times,3 to 5 days,no,yes,yes,no,0,3
16,female,1.6,55.79,21.8,63.19,always,otherwise,yes,0 times,0 days,no,no,yes,yes,0,2
17,male,1.88,95.26,27,91.51,most of the time,otherwise,no,0 times,3 to 5 days,no,no,no,no,0,0
17,male,1.8,58.97,18.2,6.66,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,1
15,male,1.68,63.5,22.5,76.49,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,male,1.7,81.65,28.3,96.35,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.75,60.33,19.7,32.3,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,male,1.68,52.16,18.5,23.69,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.78,68.04,21.5,48.99,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.83,66.68,19.9,35.54,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.63,65.77,24.8,89.14,always,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
15,male,1.65,61.24,22.5,76.45,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
16,male,1.7,54.43,18.8,19.65,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.78,63.5,20,37.55,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.8,83.92,25.9,92.56,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.63,57.15,21.5,58.62,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.75,73.94,24.1,82.76,always,otherwise,no,0 times,0 days,no,no,no,no,0,1
17,female,1.63,49.44,18.6,16.35,always,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
17,female,1.57,52.16,21.2,50.96,always,otherwise,no,0 times,6 to 9 days,no,yes,yes,yes,1,3
17,female,1.63,58.97,22.2,62.87,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.57,56.7,23,70.41,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,0
17,female,1.57,56.7,23,70.41,always,otherwise,no,0 times,0 days,no,no,no,yes,6,2
17,female,1.55,64.41,26.8,89.58,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.57,53.52,21.7,57.63,always,otherwise,no,0 times,1 or 2 days,no,no,no,yes,0,0
17,female,1.78,70.31,22.2,62.83,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.7,61.24,21.2,51.33,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.65,74.84,27.5,91.21,always,otherwise,no,0 times,0 days,no,no,no,yes,0,1
17,female,1.63,63.5,23.9,77.05,always,otherwise,yes,not drive,not drive,no,no,no,no,0,1
17,female,1.57,90.72,36.8,98.43,sometimes,otherwise,yes,not drive,not drive,no,no,no,yes,4,11
17,female,1.63,52.62,19.8,32.39,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.7,58.06,20.1,28.61,always,otherwise,no,0 times,1 or 2 days,yes,no,no,no,0,1
17,male,1.68,54.43,19.3,17.58,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.88,77.11,21.8,53.7,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,1
16,female,1.55,48.99,20.4,46.3,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.65,68.95,25.3,84.57,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.5,52.16,23.2,75.32,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.63,61.24,23,74.35,always,otherwise,yes,not drive,not drive,no,no,yes,no,0,2
16,female,1.63,52.16,19.6,35.67,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.6,55.34,21.6,56.52,always,otherwise,no,0 times,0 days,no,no,no,yes,0,1
17,female,1.55,45.36,18.9,19.72,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.57,62.6,25.4,84.87,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.68,58.97,20.9,47.49,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.6,50.8,19.8,32.93,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.57,53.98,21.9,64.28,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.6,45.36,17.7,3.68,always,otherwise,yes,0 times,0 days,no,no,yes,yes,0,5
17,female,1.6,63.5,24.8,82.19,always,otherwise,yes,0 times,all 30 days,no,no,yes,no,0,3
17,female,1.7,104.33,36.1,98.27,always,otherwise,no,not drive,not drive,no,no,no,no,0,2
17,female,1.68,79.38,28.1,92.47,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.63,49.9,18.8,23.65,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.6,56.25,22,55.76,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.9,144.7,40.1,99.69,always,otherwise,yes,2 or 3 times,all 30 days,no,no,no,yes,30,9
17,female,1.52,69.4,30,95.09,always,otherwise,yes,0 times,0 days,no,no,no,yes,0,0
17,female,1.57,54.43,22.1,61.69,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.7,72.58,25.1,83.65,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,2
17,female,1.6,72.58,28.4,92.86,most of the time,otherwise,yes,0 times,1 or 2 days,no,no,no,yes,2,3
17,female,1.65,68.04,25,83.09,always,otherwise,yes,0 times,0 days,no,yes,yes,yes,0,0
17,male,1.7,58.97,20.4,33.26,most of the time,otherwise,no,0 times,all 30 days,no,no,yes,no,0,0
17,male,1.7,54.89,19,14.1,most of the time,otherwise,yes,0 times,0 days,yes,no,yes,yes,2,1
17,female,1.57,58.97,23.9,77.2,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.63,52.16,19.6,29.93,sometimes,otherwise,yes,0 times,1 or 2 days,no,no,no,no,0,2
17,female,1.7,68.04,23.5,74.61,always,otherwise,yes,0 times,1 or 2 days,no,no,no,yes,0,2
17,female,1.78,56.7,17.9,8.89,never,never,no,0 times,6 to 9 days,no,no,no,no,0,2
17,female,1.55,58.97,24.5,80.86,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,1
17,female,1.6,47.17,18.4,14.23,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.68,68.04,24.1,77.69,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
17,male,1.68,95.26,33.8,98.84,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.7,79.38,27.5,92.85,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,0,1
17,male,1.83,83.92,25.1,83.87,always,otherwise,yes,1 time,20 to 29 days,yes,no,no,no,0,2
17,male,1.78,99.79,31.5,97.91,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,0
17,male,1.73,63.5,21.2,45.3,always,otherwise,no,0 times,1 or 2 days,no,no,no,yes,0,0
17,male,1.7,56.25,19.5,19.87,most of the time,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
17,male,1.68,44.45,15.7,0.06,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.73,92.08,30.8,98.37,always,otherwise,no,not drive,not drive,yes,no,yes,no,2,19
15,female,1.73,76.2,25.5,89.09,always,otherwise,yes,not drive,not drive,no,yes,no,yes,0,0
14,male,1.68,51.71,18.3,31.42,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.75,63.5,20.7,57.76,always,otherwise,no,0 times,0 days,yes,no,yes,no,1,4
15,male,1.7,66.23,22.9,79.64,most of the time,otherwise,no,not drive,not drive,no,no,yes,no,0,0
14,male,1.68,95.71,33.9,99.13,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.6,73.48,28.7,94.34,most of the time,otherwise,yes,0 times,0 days,no,no,no,yes,1,4
16,female,1.68,57.61,20.4,46.58,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.68,81.65,28.9,95.48,sometimes,otherwise,no,not drive,not drive,no,yes,no,yes,0,0
15,female,1.6,51.26,20,47.94,always,otherwise,yes,2 or 3 times,0 days,no,no,no,no,0,9
16,female,1.57,68.04,27.6,92.63,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.65,60.78,22.3,72.86,always,otherwise,no,1 time,0 days,no,no,no,yes,1,3
16,male,1.73,64.86,21.7,60.64,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,0
15,male,1.68,73.48,26,92.87,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,81.65,28.9,96.98,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.5,44.45,19.8,44.27,sometimes,otherwise,no,not drive,not drive,no,no,no,yes,0,1
16,female,1.47,54.43,25.2,86.08,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.68,68.04,24.1,83.96,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,3
16,male,1.73,74.84,25,87.17,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.63,63.5,23.9,85.49,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.57,52.16,21.2,63.14,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.75,65.77,21.5,58.19,always,otherwise,no,not drive,not drive,yes,no,no,no,0,8
15,male,1.85,109.32,31.9,98.58,always,otherwise,no,not drive,not drive,yes,no,no,no,0,0
16,male,1.75,88.45,28.9,96.31,most of the time,otherwise,no,0 times,0 days,no,yes,yes,no,2,15
15,male,1.78,67.59,21.3,65.15,always,otherwise,no,not drive,not drive,no,yes,no,no,0,6
16,male,1.8,102.06,31.5,98.21,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
16,male,1.88,101.61,28.7,96.16,always,otherwise,yes,0 times,1 or 2 days,yes,no,no,yes,3,10
15,male,1.73,54.43,18.2,19.44,never,never,no,0 times,3 to 5 days,yes,no,no,no,0,0
15,male,1.7,52.16,18,17.55,always,otherwise,yes,6 or more times,all 30 days,yes,no,no,no,0,30
15,male,1.73,65.77,22,71.89,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
15,male,1.75,64.86,21.2,63.35,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.57,49.9,20.2,44.3,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,5
17,female,1.6,53.52,20.9,47.66,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,1
16,male,1.65,49.9,18.3,13.33,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,1
16,male,1.7,57.61,19.9,35.9,always,otherwise,no,0 times,0 days,no,no,no,no,0,4
15,female,1.52,72.58,31.4,97.34,sometimes,otherwise,no,not drive,not drive,no,no,yes,yes,2,13
16,female,1.63,52.62,19.8,38.14,most of the time,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
16,female,1.63,55.79,21,54.15,most of the time,otherwise,yes,0 times,1 or 2 days,no,no,no,no,0,0
16,female,1.7,71.67,24.8,84.48,always,otherwise,no,not drive,not drive,no,no,no,no,0,1
16,female,1.45,45.81,21.8,63.14,sometimes,otherwise,yes,0 times,0 days,no,no,no,no,0,1
15,female,1.5,52.16,23.2,78.95,always,otherwise,yes,0 times,0 days,no,no,no,no,0,1
15,female,1.57,46.27,18.8,30.16,most of the time,otherwise,no,0 times,0 days,no,no,yes,yes,0,2
15,female,1.68,74.84,26.5,91.8,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,1
15,female,1.63,58.97,22.2,71.8,always,otherwise,yes,not drive,not drive,no,no,no,no,0,5
15,female,1.55,62.14,25.9,90.23,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.55,46.27,19.3,37.21,always,otherwise,no,not drive,not drive,no,no,no,no,0,1
16,female,1.52,55.79,24.1,81.32,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.55,49.9,20.8,57.43,always,otherwise,no,not drive,not drive,no,yes,no,yes,0,0
15,female,1.63,88,33.1,98.06,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.7,75.75,26.2,91.11,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.55,70.31,29.3,95.82,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.65,58.97,21.7,68.74,always,otherwise,no,0 times,0 days,yes,no,no,no,0,0
15,male,1.83,76.66,22.9,79.46,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
16,male,1.83,102.06,30.5,97.65,always,otherwise,yes,0 times,0 days,yes,no,no,yes,0,0
15,male,1.68,57.61,20.4,53.34,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.63,68.49,25.8,90,sometimes,otherwise,yes,not drive,not drive,no,no,no,no,0,0
15,female,1.65,58.97,21.7,67,always,otherwise,no,0 times,0 days,no,no,no,no,0,2
15,female,1.55,54.43,22.7,75.39,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,0,0
16,male,1.8,68.04,21,51.78,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.8,86.18,26.6,94.03,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.63,54.43,20.5,54.39,most of the time,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,male,1.8,79.38,24.5,88.17,rarely,otherwise,no,0 times,0 days,yes,no,no,yes,0,4
16,male,1.68,56.7,20.1,38.28,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.78,70.31,22.2,66.67,always,otherwise,no,0 times,0 days,no,no,yes,yes,0,1
15,male,1.65,83.01,30.5,97.99,sometimes,otherwise,yes,0 times,0 days,yes,no,no,no,0,0
16,male,1.63,61.24,23,74.94,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.73,88.45,29.6,96.96,always,otherwise,no,0 times,0 days,yes,no,no,yes,0,0
15,male,1.68,54.43,19.3,36.21,sometimes,otherwise,yes,0 times,0 days,no,yes,yes,yes,0,2
15,male,1.7,56.7,19.6,41.48,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
17,female,1.57,54.89,22.3,63.62,most of the time,otherwise,yes,0 times,20 to 29 days,no,no,no,no,0,1
17,male,1.83,94.35,28.2,94.32,always,otherwise,no,0 times,all 30 days,yes,no,no,no,0,0
17,female,1.55,49.9,20.8,45.85,most of the time,otherwise,no,0 times,0 days,no,yes,yes,yes,0,0
17,male,1.63,65.77,24.8,82.1,most of the time,otherwise,no,0 times,1 or 2 days,yes,no,no,no,0,0
17,male,1.75,68.04,22.2,58.88,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.78,79.38,25.1,83.84,always,otherwise,no,0 times,0 days,no,no,yes,no,0,4
17,male,1.88,113.4,32.1,98.22,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.63,64.41,24.2,78.69,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.8,77.11,23.8,75.26,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,2,2
17,male,1.78,50.35,15.9,0.09,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
17,male,1.73,70.31,23.5,72.6,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.73,79.38,26.5,90.2,always,otherwise,no,0 times,3 to 5 days,no,no,no,no,0,3
17,female,1.5,53.52,23.8,76.3,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,1
17,female,1.55,54.43,22.7,67.36,most of the time,otherwise,no,not drive,not drive,no,no,no,no,30,2
17,female,1.8,72.58,22.4,64.94,always,otherwise,yes,0 times,1 or 2 days,no,no,no,no,0,1
17,female,1.6,56.7,22.1,62.39,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.57,63.5,25.8,86.29,never,never,yes,0 times,3 to 5 days,no,no,no,no,0,1
17,female,1.57,55.34,22.5,65.43,always,otherwise,no,0 times,0 days,no,no,no,yes,0,1
17,female,1.65,58.97,21.7,57.02,always,otherwise,no,0 times,6 to 9 days,no,no,no,no,0,0
14,female,1.6,55.34,21.6,71.99,most of the time,otherwise,no,0 times,0 days,no,yes,no,no,0,4
15,female,1.85,102.06,29.8,96.3,rarely,otherwise,yes,0 times,0 days,no,yes,no,yes,0,0
15,female,1.63,54.43,20.5,53.97,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.63,55.34,20.8,58.12,most of the time,otherwise,yes,not drive,not drive,no,no,yes,yes,0,0
14,female,1.57,60.33,24.5,88.15,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,female,1.52,45.36,19.6,50.13,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.7,87.54,30.3,96.66,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.7,51.26,17.7,16.21,always,otherwise,yes,not drive,not drive,no,no,no,no,0,1
14,female,1.6,81.65,31.9,98.02,always,otherwise,no,not drive,not drive,yes,no,yes,no,0,3
14,male,1.6,95.26,37.2,99.48,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.75,63.5,20.7,57.76,always,otherwise,no,not drive,not drive,no,no,no,no,0,2
15,male,1.7,68.04,23.5,83.6,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.65,55.34,20.3,52.14,always,otherwise,no,0 times,0 days,yes,no,yes,no,0,1
14,male,1.63,81.65,30.7,98.36,most of the time,otherwise,no,not drive,not drive,yes,no,no,no,0,0
14,male,1.78,62.6,19.8,54.14,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,60.78,21.5,67.4,always,otherwise,yes,not drive,not drive,no,no,yes,no,0,1
17,male,1.73,54.43,18.2,6.55,always,otherwise,no,0 times,0 days,yes,no,no,yes,0,0
15,male,1.63,71.22,26.8,94.4,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,1
15,male,1.68,54.43,19.3,36.21,always,otherwise,no,not drive,not drive,yes,no,yes,yes,0,0
15,male,1.68,65.77,23.3,82.18,most of the time,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
15,male,1.7,63.5,22,71.86,most of the time,otherwise,yes,not drive,not drive,yes,no,no,no,0,1
15,female,1.63,61.69,23.2,79.18,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.57,54.43,22.1,70.84,always,otherwise,yes,not drive,not drive,no,no,yes,yes,0,0
14,female,1.55,58.97,24.5,88.39,always,otherwise,yes,not drive,not drive,no,no,no,yes,1,19
14,female,1.57,68.49,27.8,95.15,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
