ids,gender,currenrl,compgrad,currlive,parbrkup,FAITH1,prayansr,miracle,comitgod,attreg,churtype,ATTEND1,ATHEIST1,WORKHRS1,socnet,SOCNET4,god,drink,drunk,smoke,pot,fight,trauma,future,GUILT1,meanless,body,lifesat,helpless,sad,accepted,alienate,invisibl,health,earnings,debt,agecats,bmi,employst
2394,Female,"Yes, enrolled in school",Two years of college,Your parent's home,0,Not very,No,No,No,No,,,Not religious,28,Yes,About once a day,Yes,A few times a month,Once or twice,Never,Never,Never,Yes,Very often,Never,Never,Neither,Agree,Strongly disagree,Rarely,A lot,None,None,Very good,"$12,001 - $14,000",No debt,19,21.39724159,Employed and school
2428,Female,"Yes, enrolled in school",Four years of college/grad school,Your own place,0,Somewhat,No,No,No,No,,,,20,No,,Yes,A few times a year,Never,Once a day or more,Never,Never,Yes,Very often,Rarely,Never,Somewhat happy,Strongly agree,Disagree,Rarely,A lot,None,None,Good,"$6,001 - $8,000","$801 - $1,000",22,20.42407227,Employed and school
2438,Female,"Yes, enrolled in school",One year of college,Your own place,0,Very,No,Yes,Yes,Yes,Methodist,Many times a year,,0,Yes,Several times a day,Yes,About once a month,Never,About once a week,A few times a year,Never,Yes,Very often,Sometimes,Never,Neither,Agree,Disagree,Sometimes,Some,Some,A little,Good,"$2,000 or Less",No debt,20,28.69387817,Active armed forces
2441,Female,"Yes, enrolled in school",12th grade,Your parent's home,0,Very,No,No,No,Yes,Jewish,A few times a year,,0,Yes,Several times a day,Yes,Never,,Once a day or more,A few times a year,Never,Yes,Very often,Rarely,Never,Neither,Agree,Strongly disagree,Sometimes,A lot,Some,A lot,Fair,"$2,000 or Less",$200 or less,18,40.43053055,In school only
2449,Male,"Yes, enrolled in school",Three years of college,Your parent's home,1,Somewhat,No,Yes,No,No,,,,0,Yes,Several times a day,Yes,Once a day or more,Once or twice,Once a day or more,Once a day or more,Once or twice,No,Fairly often,Very often,Very often,Somewhat unhappy,Disagree,Disagree,Usually,A little,Some,Some,Fair,"$2,000 or Less","$1,401 - $1,600",21,29.41122437,In school only
2458,Male,"No, not in school",11th grade,Your parent's home,3,Extremely important,No,No,No,No,,,,40,Yes,Less than every few weeks,No,A few times a month,Never,Never,Once a day or more,Once or twice,Yes,Very often,Never,Rarely,Very happy,Agree,Strongly disagree,Rarely,A lot,None,None,Very good,"$50,001 or more",$201 - $400,19,27.89129066,Employed
2462,Female,"Yes, enrolled in school",12th grade,Your parent's home,1,Very,Yes,Yes,Yes,Yes,Methodist,2-3 times a month,,0,Yes,Every few weeks,Yes,Never,,Never,Never,Never,Yes,Fairly often,Sometimes,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,A little,A little,Very good,No income,No debt,19,18.55945778,In school only
2465,Male,"Yes, enrolled in school",Three years of college,Your own place,0,Extremely important,Yes,No,No,Yes,Non-denominational Protestant,2-3 times a month,,25,Yes,Three to five days a week,Yes,About once a week,Once or twice,Never,Never,Never,No,Rarely,Rarely,Never,Somewhat happy,Strongly agree,Strongly disagree,Never,A lot,None,None,Good,"$4,001 - $6,000",No debt,22,28.18890572,Employed and school
2478,Male,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Very,Yes,No,Yes,Yes,Baptist,Many times a year,,30,Yes,About once a day,Yes,A few times a month,Never,Never,Never,Never,No,Very often,Sometimes,Rarely,Somewhat happy,Agree,Agree,Sometimes,A lot,None,None,Excellent,"$16,001 - $18,000","$2,601 - $2,800",19,24.40972137,Employed and school
2479,Female,"Yes, enrolled in school",Three years of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Not very,,No,No,Yes,Catholic,A few times a year,,10,Yes,About once a day,Unsure/Don't know,A few times a week,Three or four times,A few times a year,A few times a year,Never,Yes,Very often,Rarely,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,A little,None,Very good,"$4,001 - $6,000",No debt,21,21.78718948,Employed and school
2481,Male,"Yes, enrolled in school",12th grade,Your parent's home,2,Extremely important,Yes,Yes,Yes,Yes,Christian or just Christian,Once a week,,36,Yes,Every few weeks,Yes,Never,,Never,Never,Never,Yes,Very often,Rarely,Never,Very happy,Agree,Disagree,Never,A little,Some,Some,Excellent,"$36,001 - $38,000",No debt,20,26.38393784,Employed and school
2505,Male,"No, not in school",11th grade,Your parent's home,2,Extremely important,Yes,Yes,Yes,Yes,Church of Christ (Churches of Christ),Once a month,,86,Yes,Several times a day,Yes,A few times a year,Never,About once a week,A few times a year,Never,Yes,Very often,Sometimes,Never,Very happy,Strongly agree,Strongly disagree,Rarely,A lot,A little,None,Good,"$50,001 or more","$10,001 or more",22,32.88705826,Employed
2507,Female,"No, not in school",One year of college,Your parent's home,4,Very,Yes,No,Yes,Yes,Church of God,2-3 times a month,,35,Yes,About once a day,Yes,About once a week,Three or four times,Once a day or more,A few times a year,Never,Yes,Sometimes,Fairly often,Very often,Very unhappy,Disagree,Agree,Sometimes,Some,A little,None,Poor,"$6,001 - $8,000",$200 or less,19,25.01492119,Employed
2511,Female,"No, not in school",12th grade,Another person's home,0,Somewhat,No,No,No,No,,,,0,No,,Unsure/Don't know,Never,,Once a day or more,Never,Never,No,Sometimes,Sometimes,Sometimes,Very happy,Agree,Agree,Sometimes,A lot,Some,A lot,Excellent,No income,No debt,21,26.51795006,No school or work but looking
2512,Female,"Yes, enrolled in school",Four years of college/grad school,Your own place,1,Very,Yes,Yes,No,Yes,Catholic,A few times a year,,0,Yes,One to two days a week,Yes,A few times a month,Once or twice,Never,Never,Never,No,Very often,Sometimes,Rarely,Somewhat unhappy,Agree,Agree,Sometimes,A lot,Some,None,Excellent,"$2,000 or Less",$201 - $400,22,25.05680466,In school only
2516,Male,"Yes, enrolled in school",Three years of college,Your own place,0,Not very,No,No,No,No,,,Not religious,10,Yes,Three to five days a week,Yes,About once a week,Once or twice,Never,Never,Never,No,Very often,Never,Never,Somewhat happy,Agree,Disagree,Never,A lot,None,None,Excellent,"$6,001 - $8,000",No debt,21,25.67567635,Employed and school
2520,Male,"Yes, enrolled in school",Two years of college,Your parent's home,0,Very,Yes,No,Yes,Yes,Baptist,2-3 times a month,,20,Yes,About once a day,Yes,Never,,Never,Never,Once or twice,No,Very often,Rarely,Never,Somewhat happy,Agree,Strongly disagree,Never,A lot,None,None,Good,"$2,001 - $4,000",No debt,20,37.49333191,Employed and school
2521,Male,"Yes, enrolled in school",Two years of college,Your own place,0,Not important at all,No,No,No,No,,,Not religious,45,Yes,One to two days a week,Yes,A few times a year,Never,Never,Never,Once or twice,Yes,Very often,Never,Sometimes,Somewhat unhappy,Disagree,Strongly disagree,Never,A lot,A little,None,Good,"$32,001 - $34,000","$2,801 - $3,000",23,25.39408112,Employed and school
2539,Female,"No, not in school",12th grade,Another person's home,2,Not very,No,No,No,No,,,Something else,0,No,,Yes,About once a month,Once or twice,Once a day or more,A few times a year,Never,Yes,Fairly often,Sometimes,Never,Somewhat unhappy,Disagree,Agree,Sometimes,A lot,A little,A little,Good,"$2,000 or Less",No debt,19,38.00821686,Out of labor force
2541,Female,"No, not in school",12th grade,Your parent's home,4,Extremely important,Yes,Yes,Yes,Yes,Baptist,2-3 times a month,,35,No,,Yes,A few times a year,Never,Once a day or more,Never,Never,Yes,Very often,Sometimes,Rarely,Somewhat happy,Agree,Disagree,Sometimes,Some,Some,None,Good,"$12,001 - $14,000","$1,401 - $1,600",18,18.79260445,Employed
2562,Male,"No, not in school",12th grade,Your own place,0,Very,Yes,No,No,Yes,Baptist,Many times a year,,42,No,,Yes,A few times a year,Once or twice,Once a day or more,Once a day or more,Three to five times,No,Very often,Rarely,Rarely,Somewhat happy,Agree,Agree,Sometimes,A lot,Some,Some,Good,"$38,001 - $40,000","$10,001 or more",22,20.22118568,Employed
2564,Male,"No, not in school",11th grade,Another person's home,5,Not very,No,No,No,No,,,Not religious,0,No,,Unsure/Don't know,A few times a week,Three or four times,Once a day or more,Once a day or more,Three to five times,Yes,Fairly often,Sometimes,Never,Very happy,Strongly agree,Strongly disagree,Rarely,A lot,None,None,Fair,"$28,001 - $30,000",$201 - $400,20,24.3897953,No school or work but looking
2565,Male,"No, not in school",12th grade,Your parent's home,1,Not important at all,No,No,No,No,,,Not religious,8,Yes,About once a day,No,A few times a week,Five or more times,Never,Never,Never,Yes,Very often,Rarely,Never,Very happy,Strongly agree,Strongly disagree,Rarely,A lot,None,None,Excellent,"$2,000 or Less",No debt,18,22.31303406,Employed
2566,Female,"Yes, enrolled in school",12th grade,Your parent's home,0,Somewhat,No,No,No,Yes,Roman Catholic,A few times a year,,19,No,,Yes,A few times a month,Once or twice,Once a day or more,Never,Never,Yes,Very often,Rarely,Never,Neither,Agree,Agree,Rarely,Some,A little,None,Very good,No income,No debt,18,24.12662697,Employed and school
2568,Female,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Very,Yes,Yes,Yes,Yes,Catholic,Once a month,,0,Yes,Every few weeks,Yes,Never,,Never,Never,Never,No,Very often,Sometimes,Rarely,Very happy,Strongly agree,Disagree,Rarely,A lot,None,None,Good,"$2,001 - $4,000",No debt,19,24.12662697,In school only
2571,Male,"Yes, enrolled in school",Two years of college,Your parent's home,0,Not important at all,No,No,No,No,,,,30,Yes,About once a day,Unsure/Don't know,Once a day or more,Once or twice,Never,Once a day or more,Never,No,Fairly often,Rarely,Rarely,Very happy,Agree,Strongly disagree,Rarely,A lot,A little,None,Very good,"$20,001 - $22,000","$10,001 or more",21,23.01031494,Employed and school
2576,Male,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Very,Yes,No,Yes,Yes,Presbyterian,2-3 times a month,,10,Yes,Three to five days a week,Yes,About once a week,Never,Never,A few times a year,Never,No,Sometimes,Sometimes,Never,Somewhat happy,Strongly agree,Strongly disagree,Never,A lot,None,None,Excellent,"$4,001 - $6,000",No debt,18,25.1071434,Employed and school
2577,Male,"Yes, enrolled in school",One year of college,Your own place,2,Somewhat,No,Yes,No,No,,,,35,Yes,Several times a day,Yes,A few times a week,Three or four times,Never,About once a week,Never,No,Never,Sometimes,Never,Somewhat happy,Agree,Agree,Rarely,Some,Some,A little,Good,"$24,001 - $26,000",$401 - $600,21,23.62528801,Employed and school
2578,Male,"No, not in school",Four years of college/grad school,Your own place,0,Extremely important,Yes,Yes,Yes,Yes,Baptist,More than once a week,,40,Yes,About once a day,Yes,A few times a year,Once or twice,Never,Never,Never,No,Very often,Rarely,Rarely,Very happy,Strongly agree,Disagree,Rarely,A lot,A little,None,Excellent,"$50,001 or more",No debt,23,22.37557793,Employed
2588,Female,"Yes, enrolled in school",11th grade,Your parent's home,1,Somewhat,Yes,No,No,No,,,Not religious,0,No,,Yes,A few times a month,Three or four times,A few times a year,Once a day or more,Once or twice,Yes,Very often,Sometimes,Never,Very happy,Disagree,Agree,Sometimes,A lot,A little,None,Very good,"$6,001 - $8,000","$1,401 - $1,600",19,22.14870834,In school only
2590,Male,"No, not in school",12th grade,Your parent's home,2,Somewhat,Yes,No,No,Yes,Baptist,Once a month,,50,Yes,Every few weeks,Yes,About once a month,Never,Never,Never,Never,No,Fairly often,Rarely,Sometimes,Neither,Disagree,Disagree,Sometimes,Some,A little,None,Fair,"$14,001 - $16,000","$10,001 or more",20,36.80218124,Employed
2593,Female,"Yes, enrolled in school",Two years of college,Your own place,0,Somewhat,No,No,No,Yes,Baptist,A few times a year,,50,Yes,Every few weeks,Yes,A few times a week,Five or more times,A few times a week,A few times a month,Once or twice,Yes,Fairly often,Sometimes,Never,Somewhat happy,Agree,Disagree,Rarely,A lot,None,None,Good,"$18,001 - $20,000","$1,401 - $1,600",21,22.80493164,Employed and school
2597,Male,"No, not in school",11th grade,Your parent's home,1,Not important at all,No,No,No,No,,,,60,Yes,Three to five days a week,Yes,A few times a week,Five or more times,A few times a week,About once a week,Once or twice,Yes,Sometimes,Sometimes,Never,Somewhat happy,Agree,Disagree,Rarely,None,None,None,Good,"$38,001 - $40,000",No debt,21,25.67567635,Employed
2598,Male,"No, not in school",12th grade,Your own place,0,Not very,No,No,No,No,,,Not religious,45,Yes,One to two days a week,Unsure/Don't know,A few times a year,Never,Never,Never,Once or twice,No,Very often,Sometimes,Never,Neither,Agree,Disagree,Rarely,Some,None,None,Very good,"$50,001 or more","$10,001 or more",22,33.79265976,Employed
2601,Female,"Yes, enrolled in school",Two years of college,"Group quarters, like a dorm, sorority, or fraternity house",1,Extremely important,Yes,Yes,Yes,Yes,Baptist,More than once a week,,0,No,,Yes,Never,,Never,Never,Never,Yes,Very often,Very often,Rarely,Somewhat unhappy,Strongly agree,Disagree,Rarely,A lot,A little,A little,Very good,"$2,001 - $4,000",No debt,20,28.33963203,In school only
2602,Male,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Not important at all,No,No,No,No,,,Not religious,6,Yes,Several times a day,Unsure/Don't know,A few times a week,Five or more times,A few times a week,A few times a week,Once or twice,No,Very often,Sometimes,Never,Somewhat unhappy,Agree,Strongly disagree,Rarely,A lot,None,None,Good,"$20,001 - $22,000",No debt,19,22.51644707,Employed and school
2604,Female,"Yes, enrolled in school",Two years of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Somewhat,No,No,Yes,Yes,Methodist,A few times a year,,0,Yes,About once a day,Yes,A few times a month,Once or twice,Never,A few times a year,Never,Yes,Very often,Sometimes,Never,Very happy,Agree,Disagree,Rarely,A lot,None,None,Good,"$2,001 - $4,000",No debt,20,21.2547245,In school only
2617,Female,"Yes, enrolled in school",12th grade,Your parent's home,1,Not important at all,No,No,No,No,,,Not religious,0,Yes,Every few weeks,No,A few times a month,Once or twice,Never,A few times a year,Once or twice,Yes,Very often,Sometimes,Never,Somewhat happy,Agree,Disagree,Sometimes,Some,Some,A little,Very good,,No debt,18,17.3580246,In school only
2621,Female,"Yes, enrolled in school",One year of college,Your own place,0,Extremely important,Yes,Yes,Yes,Yes,Latter-day Saint(s),Once a week,,8,Yes,Several times a day,Yes,Never,,Never,Never,Never,Yes,Very often,Fairly often,Rarely,Somewhat unhappy,Strongly agree,Disagree,Rarely,A lot,None,None,Very good,"$10,001 - 12,000",No debt,20,28.12608147,Employed and school
2634,Male,"Yes, enrolled in school",Two years of college,Your parent's home,0,Very,No,No,No,No,,,,0,No,Less than every few weeks,Unsure/Don't know,Never,,Never,Never,Never,Yes,Sometimes,Rarely,Rarely,Neither,Disagree,Agree,Usually,Some,Some,A little,Good,"$2,001 - $4,000",No debt,21,22.31201172,In school only
2639,Male,"Yes, enrolled in school",Two years of college,Another person's home,6,Extremely important,Yes,Yes,Yes,Yes,Baptist,Once a week,,30,Yes,One to two days a week,Yes,A few times a month,Never,Never,A few times a month,Never,No,Very often,Fairly often,Rarely,Very happy,Disagree,Strongly disagree,Rarely,A lot,Some,None,Fair,"$14,001 - $16,000","$10,001 or more",23,22.49600029,Employed and school
2640,Male,"No, not in school",12th grade,Your parent's home,0,Very,Yes,Yes,Yes,Yes,Non-denominational Protestant,Many times a year,,40,Yes,Less than every few weeks,Yes,A few times a year,Never,Never,Never,Never,Yes,Very often,Rarely,Never,Very happy,Strongly agree,Disagree,Never,A lot,None,None,Very good,"$24,001 - $26,000",No debt,22,26.62878799,Employed
2642,Female,"Yes, enrolled in school",Two years of college,Your parent's home,0,Somewhat,No,No,No,No,,,Not religious,30,Yes,Three to five days a week,Unsure/Don't know,A few times a month,Never,Never,Never,Never,No,Fairly often,Rarely,Rarely,Somewhat happy,Agree,Strongly disagree,Rarely,A lot,None,None,Very good,"$10,001 - 12,000","$10,001 or more",21,20.17332458,Employed and school
2643,Female,"Yes, enrolled in school",12th grade,Another person's home,0,Extremely important,Yes,Yes,Yes,No,,,,25,Yes,Every few weeks,Yes,About once a month,Never,A few times a week,Never,Never,Yes,Fairly often,Sometimes,Rarely,Very happy,Agree,Disagree,Sometimes,A lot,Some,None,Good,"$2,000 or Less",No debt,19,20.63242531,Employed and school
2653,Male,"No, not in school",12th grade,Another person's home,3,Not important at all,No,No,No,No,,,Agnostic,40,Yes,Several times a day,Unsure/Don't know,A few times a week,Five or more times,Once a day or more,Never,Never,Yes,Sometimes,Sometimes,Sometimes,Somewhat happy,Strongly disagree,Agree,Always,Some,Some,None,Very good,"$10,001 - 12,000",No debt,18,18.24394417,Employed
2661,Male,"No, not in school",12th grade,Your own place,1,Somewhat,No,No,No,No,,,Something else,35,No,,Unsure/Don't know,A few times a week,Once or twice,Once a day or more,A few times a year,Once or twice,Yes,Fairly often,Fairly often,Never,Very happy,Agree,Agree,Sometimes,A little,A little,None,Good,"$10,001 - 12,000","$801 - $1,000",21,19.9964447,Employed
